,user,id_p,coun
418,549,PRINTER HP INK TANK 315,1.0
419,550,VIEWSONIC PS-501X,1.0
420,551,EPSON EB-X500,1.0
421,551,EPSON EB-X500,1.0
422,552,ACER PROJECTOR BS-120P XGA-4000 ANSI,1.0
423,552,ACER PROJECTOR BS-120P XGA-4000 ANSI,1.0
424,553,ACER PROJECTOR BS-120P XGA-4000 ANSI,1.0
425,553,BRACKET SCREEN,1.0
426,553,KABEL HDMI 2.0 SUPPORT 4K 2K 15M EYOTA,1.0
427,554,DELL VOSTRO 3405 AMD R5 3500U 4GB/256GB,1.0
428,555,SSD NVME 512GB CABUTAN LENOVO,1.0
429,555,SSD NVME 512GB CABUTAN LENOVO,1.0
430,555,SSD NVME 512GB CABUTAN LENOVO,1.0
431,555,SSD NVME 512GB CABUTAN LENOVO,1.0
432,556,NB ASUS K3402ZA-OLEDS556/INTEL EVO/CI5-12500H/INTEL IRIS XE/8GB/4G/512GB SSD/2.8K OLED/INDIE BLACK/OPI WIN 11,1.0
433,557,EPSON PROJECTOR EB-X51,1.0
434,557,SCREEN PIXEL MANUAL 70,1.0
435,557,KABEL HDMI 2.0 SUPPORT 4K 2K 15M EYOTA,1.0
436,557,BRACKET PRO HITAM,1.0
437,558,ALL IN ONE PC ACER D20W4 C22-1650 I3-1115G4 DDR4 4GB 512GB SSD,1.0
438,559,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
439,559,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
440,560,ACER NITRO 5 AN515-57-71CV i7-11800H/RTX3050/16/512/W10,1.0
441,561,"MONITOR GORGEUS PROVIEW 19"" FHD",1.0
442,562,MONITOR ACER K202HQL,1.0
443,563,NB ASUS A416MA0-VIPS422 N4020 RAM 4GB SSD 256GB VIPS FHD SLATE GREY,1.0
444,564,VIEWSONIC PA-503S,1.0
445,565,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
446,565,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
447,565,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
448,565,SCREEN MANUAL 70 CASA,1.0
449,565,SCREEN MANUAL 70 CASA,1.0
450,565,SCREEN MANUAL 70 CASA,1.0
451,565,SCREEN MANUAL 70 CASA,1.0
452,565,SCREEN MANUAL 70 CASA,1.0
453,565,SCREEN MANUAL 70 CASA,1.0
454,565,SCREEN MANUAL 70 CASA,1.0
455,565,SCREEN MANUAL 70 CASA,1.0
456,565,SCREEN MANUAL 70 CASA,1.0
457,565,BRACKET PRO HITAM,1.0
458,565,BRACKET PRO HITAM,1.0
459,565,BRACKET PRO HITAM,1.0
460,565,BRACKET PRO HITAM,1.0
461,565,BRACKET PRO HITAM,1.0
462,565,BRACKET PRO HITAM,1.0
463,565,BRACKET PRO HITAM,1.0
464,565,BRACKET PRO HITAM,1.0
465,565,BRACKET PRO HITAM,1.0
466,566,"SCREEN MOTORIZED 70"" CASA MW",1.0
467,567,LENOVO NOTEBOOK IP SLIM 31 7GID (N4020/4GB/512GB),1.0
468,568,ASUS NOTEBOOK A416JAO (I3-1005G1/4GB/512)S,1.0
469,569,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
470,570,"ASUS MONITOR VA329HE 32"" FULL HD @75HZ",1.0
471,571,AXIO MYBOOK 14F 8GB/512GB SSD  ,1.0
472,571,MOUSE MICROPACK WIRELLES,1.0
473,572,"ACER MONITOR K273 IPS FHD 27"" SPEAKER",1.0
474,573,MOUSE MICROPACK WIRELLES,1.0
475,574,VIEWSONIC PA-503S,1.0
476,574,VIEWSONIC PA-503S,1.0
477,575,AXIO MYBOOK 11G N4020 4GB DDR/128GB SSD,1.0
478,576,NB HP 245 G8 RYZEN 5-5500U RAM 8GB SSD 512GB,1.0
479,576,RAM 8GB KINGSTON,1.0
480,576,PRINTER EPSON L1250,1.0
481,577,AXIO 14E 4GB/128GB SSD GREY,1.0
482,578,ASUS NOTEBOOK /E410MAO-FHD4531/N4020/UMA/4GB/512GB SSD/FHD/ROSE PINK,1.0
483,579,MONITOR DAHUA DHI-LM19-B200A HD+ @60HZ,1.0
484,580,EPSON EB-X500,1.0
485,581,ACER KA242Y FULL HD IPS,1.0
486,582,ASUS NOTEBOOK /E410MAO-FHD4531/N4020/UMA/4GB/512GB SSD/FHD/ROSE PINK,1.0
487,583,AOC MONITOR G2490VXA770 FULL HD @144HZ,1.0
488,584, ASUS NOTEBOOK/A516MA0-FHD424/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/TRANSPARENT SILVER/OPI/WIN 11,1.0
489,585,NB ACER ASPIRE 3 A314-35-C91P N5100 4GB/256 W11 OHS FHD PURE SILVER,1.0
490,586,EPSON EB-X500,1.0
491,587,ACER PROJECTOR BS-120PV XGA-4000 ANSI,1.0
492,587,"SCREEN TRIPOD 70"" PIXEL",1.0
493,587,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
494,587,PC ASUS V222FAK-BA342W  INTEL I3-10110U RAM 4GB SSD 256GB,1.0
495,588,VIEWSONIC PA-503S,1.0
496,589,VIEWSONIC PA-503S,1.0
497,589,VIEWSONIC PA-503S,1.0
498,589,VIEWSONIC PA-503S,1.0
499,589,VIEWSONIC PA-503S,1.0
500,589,VIEWSONIC PA-503S,1.0
501,590,MONITOR PHILIPS 241V8 ,1.0
502,591,BRACKET PRO HITAM,1.0
503,591,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
504,592,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
505,592,MOUSE MICROPACK WIRELLES,1.0
506,594,NB ASUS K513EA-OLED353 CORE I3-1115G4 SSD 512GB RAM 4GB DDR 4 OLED  FINGERPRINT BACKLIGT WIN 11,1.0
507,594,MOUSE MICROPACK WIRELLES,1.0
508,595,NB ACER ASPIRE 7 A715-42G-R75V R5-5500U/16GB/512GB/RTX3050/FHD/WIN11 OHS CHARCOAL BLACK,1.0
509,596,ASUS NOTEBOOK A416JAO (I3-1005G1/4GB/512)S,1.0
510,597,VIEWSONIC PA-503S,1.0
511,597,VIEWSONIC PA-503S,1.0
512,597,BRACKET PRO HITAM,1.0
513,597,BRACKET PRO HITAM,1.0
514,597,KABEL HDMI 2.0 SUPPORT 4K 2K 5M EYOTA,1.0
515,597,KABEL HDMI 2.0 SUPPORT 4K 2K 5M EYOTA,1.0
516,597,KABEL HDMI 2.0 SUPPORT 4K 2K 5M EYOTA,1.0
517,597,KABEL HDMI 2.0 SUPPORT 4K 2K 5M EYOTA,1.0
518,598,VIEWSONIC PA-503S,1.0
519,598,VIEWSONIC PA-503S,1.0
520,598,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
521,599,AOC MONITOR G2490VXA770 FULL HD @144HZ,1.0
522,600,NB ASUS NOTEBOOK /A1502ZA-VIPS553/I5-1235U/INTEL/IRIS XE/8GB/512GB PCIE/TOUCH VIPS/QUTET BLUE,1.0
523,601,VIEWSONIC PA-503S,1.0
524,602,ASUS VIVOBOOK INTEL PENTIUM SILVER /T3300KA-OLED622/N6000/8GB/256GB/0LED FHD/BLACK/WIN11,1.0
525,603,ACER MONITOR RG241Y_P IPS FHD 165HZ,1.0
526,604,"ASUS MONITOR VA329HE 32"" FULL HD @75HZ",1.0
527,605,ASUS NOTEBOOK /E410MA0-FHD4511/N4020/UMA/4GB/512GB SSD/FHD/PEACOCK BLUE,1.0
528,606,MONITOR PHILIPS GAMING MONITOR 242E1GAEZ/70,1.0
529,607,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
530,608,HIKVISION DS-2CE76DOT-EXIPF 2MP (INDOOR),1.0
531,608,HIKVISION DS-2CE76DOT-EXIPF 2MP (INDOOR),1.0
532,608,HIKVISION DS-2CE76DOT-EXIPF 2MP (INDOOR),1.0
533,608,HIKVISION DS-2CE56DOT-IRPF,1.0
534,608,HIKVISION DS-2CE56DOT-IRPF,1.0
535,609,EPSON EB-X500,1.0
536,609,WIFI DONGLE,1.0
537,610,PRINTER EPSON L3210 ,1.0
538,610,PRINTER EPSON L3210 ,1.0
539,610,PRINTER EPSON L3210 ,1.0
540,610,PRINTER EPSON L3210 ,1.0
541,610,PRINTER EPSON L3210 ,1.0
542,611, ASUS NOTEBOOK/A516MA0-FHD424/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/TRANSPARENT SILVER/OPI/WIN 11,1.0
543,611,RAM 8GB KINGSTON,1.0
544,612,ASUS NOTEBOOK /E410MA0-FHD4521/N4020/UMA/4GB/512GB SSD/FHD/DREAMY WHITE,1.0
545,612,MOUSE MICROPACK WIRELLES,1.0
546,613,NB ASUS NOTEBOOK /A1402ZA-VIPS751/I7-1260P/8GB/512GB PCIE/VIPS/QUIET BLUE/WIN 11,1.0
547,613,MOUSE MICROPACK WIRELLES,1.0
548,614,"SCREEN TRIPOD 70"" CASA",1.0
549,615,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
550,616,AXIOO SLIMBOOK 14 R5/8GB/256GB,1.0
551,617,AXIOO SLIMBOOK 14 R5/8GB/256GB,1.0
552,618,AXIOO MYBOOK 14F 4GB/256GB,1.0
553,619,EPSON EB-X500,1.0
554,619,BRACKET PRO HITAM,1.0
555,620,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
556,621, ASUS NOTEBOOK/A516MA0-FHD424/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/TRANSPARENT SILVER/OPI/WIN 11,1.0
557,622,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
558,623,LENOVO NOTEBOOK IP SLIM 31 7GID (N4020/4GB/512GB),1.0
559,624,ACER NITRO 5 AN515-57-71CV i7-11800H/RTX3050/16/512/W10,1.0
560,624,MOUSE MICROPACK WIRELLES,1.0
561,625,ASUS PC AIO V241EAT-BA341W/23.8/I3-1115G4/4GB/1TB/FHD/TOUCH/WIN/BLACK,1.0
562,625,ASUS V241EAT/I3/4GB/1TB/TOUCH,1.0
563,626,VIEWSONIC PA-503S,1.0
564,627,VIEWSONIC PA-503S,1.0
565,627,VIEWSONIC PA-503S,1.0
566,627,VIEWSONIC PA-503S,1.0
567,627,VIEWSONIC PA-503S,1.0
568,627,VIEWSONIC PA-503S,1.0
569,627,VIEWSONIC PA-503S,1.0
570,627,VIEWSONIC PA-503S,1.0
571,627,VIEWSONIC PA-503S,1.0
572,627,VIEWSONIC PA-503S,1.0
573,627,VIEWSONIC PA-503S,1.0
574,627,VIEWSONIC PA-503S,1.0
575,627,VIEWSONIC PA-503S,1.0
576,627,VIEWSONIC PA-503S,1.0
577,627,VIEWSONIC PA-503S,1.0
578,627,VIEWSONIC PA-503S,1.0
579,628,LENOVO NOTEBOOK 14-ITL HGID (I3-115G4/4GB/256GB),1.0
580,628,MOUSE MICROPACK WIRELLES,1.0
581,629,NB ASUS NOTEBOOK /A416KA-FHD422/N4500/UMA/4GB/256GB SSD/FHD/SLATE GREY/OPI/WIN 11,1.0
582,630,VIEWSONIC PA-503S,1.0
583,630,KABEL HDMI 2.0 SUPPORT 4K 2K 20M EYOTA,1.0
584,630,KABEL HDMI 2.0 SUPPORT 4K 2K 20M EYOTA,1.0
585,631,NB ASUS NOTEBOOK /A1502ZA-VIPS553/I5-1235U/INTEL/IRIS XE/8GB/512GB PCIE/TOUCH VIPS/QUTET BLUE,1.0
586,632,AXIO 14E 4GB/256GB SSD SILVER,1.0
587,633,SSD NVME 512GB CABUTAN LENOVO,1.0
588,634,EPSON EB-X500,1.0
589,634,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
590,635,EPSON EB-X500,1.0
591,636,LENOVO NOTEBOOK IP SLIM 31 7GID (N4020/4GB/512GB),1.0
592,637,NB ACER ASPIRE 7 A715-42G-R75V R5-5500U/16GB/512GB/RTX3050/FHD/WIN11 OHS CHARCOAL BLACK,1.0
593,637,MOUSE MICROPACK WIRELLES,1.0
594,638,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
595,639,"SCREEN TRIPOD 70"" CASA",1.0
596,640,"ACER MONITOR K273 IPS FHD 27"" SPEAKER",1.0
597,641,EPSON EB-X500,1.0
598,642,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
599,643,MONITOR ASUS VA329HE,1.0
600,644,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
601,645,NB ACER ASPIRE 3 A314-35-C91P N5100 4GB/256 W11 OHS FHD PURE SILVER,1.0
602,645,RAM 4GB KINGSTON,1.0
603,646,EPSON EB-X500,1.0
604,647,EPSON EB-X500,1.0
605,647,"SCREEN TRIPOD 70"" CASA",1.0
606,647,"SCREEN TRIPOD 70"" CASA",1.0
607,647,"SCREEN TRIPOD 70"" CASA",1.0
608,648,VIEWSONIC M1 +G2,1.0
609,648,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
610,649,SCREEN MANUAL 70 PIXEL,1.0
611,650,LENOVO NOTEBOOK IP SLIM 31 7GID (N4020/4GB/512GB),1.0
612,651,"MY BOOK AXIOO 14E N4000/N4020 RAM 4GB SSD M,2 256GB RED",1.0
613,652,SSD NVME 512GB CABUTAN LENOVO,1.0
614,652,SSD NVME 512GB CABUTAN LENOVO,1.0
615,653,NB ACER ASPIRE 3 A314-35-C91P N5100 4GB/256 W11 OHS FHD PURE SILVER,1.0
616,653,RAM 8GB,1.0
617,654,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
618,655,PRINTER EPSON L1250,1.0
619,656,AXIO MYBOOK 14F 8GB/512GB SSD  ,1.0
620,657,PROJECTOR M1 MINI PLUS,1.0
621,658,ACER MONITOR RG241Y_P IPS FHD 165HZ,1.0
622,659,NB ASUS NOTEBOOK /A1502ZA-VIPS553/I5-1235U/INTEL/IRIS XE/8GB/512GB PCIE/TOUCH VIPS/QUTET BLUE,1.0
623,660, ASUS NOTEBOOK/A516MA0-FHD424/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/TRANSPARENT SILVER/OPI/WIN 11,1.0
624,661,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
625,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
626,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
627,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
628,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
629,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
630,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
631,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
632,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
633,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
634,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
635,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
636,662,HDD WD PASSPORT ULTRA 2.5 4TB (3.0) USB C VLUE,1.0
637,663,"ASUS MONITOR VA329HE 32"" FULL HD @75HZ",1.0
638,664,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
639,665,SCREEN PIXEL MANUAL 70,1.0
640,666,MONITOR PHILIPS GAMING MONITOR 242E1GAEZ/70,1.0
641,667,LENOVO IDEAPAD 3 14IGL05 N4020/4GB/512GB,1.0
642,667,PRINTER HP INK TANK 115,1.0
643,668,MONITOR DAHUA DHI-LM19-B200A HD+ @60HZ,1.0
644,669,NB ASUS NOTEBOOK /A416KA-FHD422/N4500/UMA/4GB/256GB SSD/FHD/SLATE GREY/OPI/WIN 11,1.0
645,670,BRACKET PRO HITAM,1.0
646,670,VIEWSONIC LS500WHE,1.0
647,670,KABEL HDMI 2.0 SUPPORT 4K 2K 15M EYOTA,1.0
648,671,VIEWSONIC PA-503S,1.0
649,672,ACER PROJECTOR BS-120PV XGA-4000 ANSI,1.0
650,673, ASUS NOTEBOOK/A516MA0-FHD424/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/TRANSPARENT SILVER/OPI/WIN 11,1.0
651,674,ASUS NOTEBOOK A416JAO-FHD326 (I3-1005G1/4GB/256)S,1.0
652,675,ACER PROJECTOR BS-120PV XGA-4000 ANSI,1.0
653,675,PRINTER EPSON L3210,1.0
654,676,ACER ASPIRE C22-1650 I3/512GB,1.0
655,677,"MONITOR GORGEUS PROVIEW 19"" FHD",1.0
656,678,NB ACER ASPIRE 3 A314-35-C91P N5100 4GB/256 W11 OHS FHD PURE SILVER,1.0
657,679,VIEWSONIC PA-503XE,1.0
658,680,KABEL HDMI 2.0 SUPPORT 4K 2K 15M EYOTA,1.0
659,681,AXIO 14F 8GB/256GB SSD,1.0
660,682,NB ACER ASPIRE 7 A715-42G-R75V R5-5500U/16GB/512GB/RTX3050/FHD/WIN11 OHS CHARCOAL BLACK,1.0
661,683,PRINTER EPSON L3210,1.0
662,683,PRINTER EPSON L3210,1.0
663,684,"SCREEN TRIPOD 70"" CASA",1.0
664,684,BRACKET PRO HITAM,1.0
665,684,BRACKET PRO HITAM,1.0
666,685,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
667,686,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
668,686,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
669,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
670,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
671,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
672,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
673,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
674,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
675,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
676,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
677,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
678,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
679,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
680,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
681,687,LOGITECH BCC 950 CONFERENCE CAMERA,1.0
682,688,LENOVO NOTEBOOK IP SLIM 31 7GID (N4020/4GB/512GB),1.0
683,689,MONITOR ACER V227Q PAKETAN PC ,1.0
684,690,"SCREEN TRIPOD 70"" PIXEL",1.0
685,691,PRINTER EPSON L3210,1.0
686,684,KABEL HDMI 2.0 SUPPORT 4K 2K 15M EYOTA,1.0
687,692,AXIOO MYBOOK 14F 4GB/265GB ,1.0
688,692,AXIOO MYBOOK 14F 4GB/265GB ,1.0
689,692,AXIOO MYBOOK 14F 4GB/128GB,1.0
690,692,AXIOO MYBOOK 14F 4GB/128GB,1.0
691,692,AXIOO MYBOOK 14F 4GB/128GB,1.0
692,692,AXIOO MYBOOK 14F 4GB/128GB,1.0
693,692,AXIOO MYBOOK 14F 4GB/256GB,1.0
694,692,MY BOOK AXIOO 14F N4020 RAM 4GB SSD 128GB GREY,1.0
695,692,AXIOO MYBOOK 14F 4GB/256GB ,1.0
696,693,AXIOO MYBOOK 14F 4GB/265GB ,1.0
697,694,AXIOO 11G MYBOOK N4020  6GB/256GB SSD GREY,1.0
698,695,ASUS PC S500TC-I3 10105/GT730/4G/1TB/WIN/2Y/300W,1.0
699,695,ASUS PC S500TC-I3 10105/GT730/4G/1TB/WIN/2Y/300W,1.0
700,695,ASUS PC S500TC-I3 10105/GT730/4G/1TB/WIN/2Y/300W,1.0
701,695,ASUS PC S500TC-I3 10105/GT730/4G/1TB/WIN/2Y/300W,1.0
702,695,ASUS MONITOR VX207V PAKET PC S500TC,1.0
703,695,ASUS MONITOR VX207V PAKET PC S500TC,1.0
704,695,ASUS MONITOR VX207V PAKET PC S500TC,1.0
705,695,ASUS MONITOR VX207V PAKET PC S500TC,1.0
706,696,AXIOO SLIMBOOK 14 R5/8GB/256GB,1.0
707,697,VIEWSONIC PA-503XE,1.0
708,697,VIEWSONIC PA-503XE,1.0
709,697,"SCREEN TRIPOD 70"" CASA",1.0
710,698,BRACKET PRO HITAM,1.0
711,698,EPSON PROJECTOR EB-X51,1.0
712,699,ACER PROJECTOR BS-120PV XGA-4000 ANSI,1.0
713,699,EPSON EB-E500,1.0
714,700,VIEWSONIC M1_+G2,1.0
715,700,"SCREEN TRIPOD 70"" CASA",1.0
716,700,EPSON EB-X500,1.0
717,701,EPSON EB-X500,1.0
718,702,AXIOO 11G MYBOOK N4020  6GB/256GB SSD GREY,1.0
719,703,PRINTER EPSON L1250,1.0
720,704,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
721,704,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
722,704,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
723,704,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
724,704,MONITOR DAHUA DHI-LM22-H200 FHD @60HZ,1.0
725,704,PROJECTOR VIEW SONIC PA503XE ,1.0
726,704,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
727,704,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
728,704,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
729,704,KABEL HDMI 2.0 SUPPORT 4K 2K 10M EYOTA,1.0
730,704,AXIO MYBOOK 11G N4020 4GB DDR/128GB SSD,1.0
731,704,MONITOR DAHUA DHI-LM19-B200A HD+ @60HZ,1.0
732,705,ASUS A416JAO-VIPS526|I5-1035G1|8GB|256GB SSD|14 FHD IPS|WIN11+OHS|GREY,1.0
733,706,PRINTER EPSON L3210,1.0
734,707,ACER KA242Y FULL HD IPS,1.0
735,708,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
736,708,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
737,709,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
738,709,ASUS NOTEBOOK/A516MA0-FHD423/N4020/UMA/4GB/256GB PCIE/HDD HOUSING/FHD/SLATE GREY/BLACK/OPI/WIN 11,1.0
739,709,ACER PROJECTOR BS-120P XGA-4000 ANSI,1.0
740,710,SCREEN MANUAL 70' CASSA,1.0
741,711,SCREEN MANUAL 70' CASSA,1.0
742,712,LENOVO V14GEN2 BCID CORE I7-11657 8GB/512GB,1.0
743,713,ACER PROJECTOR BS-120PV XGA-4000 ANSI,1.0
744,713,BRACKET PRO HITAM,1.0
745,713,KABEL HDMI 2.0 4K 15M M-TECH,1.0
746,714,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
747,714,ACER PROJECTOR BS-120PA XGA-4000 ANSI,1.0
